Month,Pangolin,Count
2020-10,B.1.177.51,5
2020-10,B.1.177.53,14
2020-10,B.1.177.60,19
2020-10,B.1.177.63,10
2020-10,B.1.177.71,2
2020-10,B.1.177.84,32
2020-10,B.1.213,3
2020-10,B.1.218,4
2020-10,B.1.22,4
2020-10,B.1.221.3,3
2020-10,B.1.235,90
2020-10,B.1.240.2,9
2020-10,B.1.258.14,3
2020-10,B.1.258.5,50
2020-10,B.1.264.1,1
2020-10,B.1.3,19
2020-10,B.1.315,6
2020-10,B.1.348,5
2020-10,B.1.36.16,32
2020-10,B.1.36.22,1
2020-10,B.1.36.31,6
2020-10,B.1.36.34,5
2020-10,B.1.36.35,35
2020-10,B.1.36.7,6
2020-10,B.1.36.8,5
2020-10,B.1.362,4
2020-10,B.1.362.1,9
2020-10,B.1.362.2,62
2020-10,B.1.395,1
2020-10,B.1.398,2
2020-10,B.1.406,2
2020-10,B.1.408,4
2020-10,B.1.416,8
2020-10,B.1.428.1,1
2020-10,B.1.428.3,1
2020-10,B.1.460,14
2020-10,B.1.463,1
2020-10,B.1.467,1
2020-10,B.1.474,5
2020-10,B.1.480,2
2020-10,B.1.492,1
2020-10,B.1.517,28
2020-10,B.1.526,1
2020-10,B.1.539,2
2020-10,B.1.541,22
2020-10,B.1.548,1
2020-10,B.1.560,2
2020-10,B.1.576,7
2020-10,B.1.580,9
2020-10,B.1.588,1
2020-10,B.1.597,13
2020-10,B.1.9.5,4
2020-10,B.3,1
2020-10,C.16,3
2020-10,C.18,1
2020-10,C.35,36
2020-10,C.36,7
2020-10,C.36.2,4
2020-10,C.5,1
2020-10,G.1,9
2020-10,M.2,1
2020-10,M.3,3
2020-10,N.4,1
2020-10,V.1,18
2020-10,Z.1,33
2020-10,AY.103,3
2020-10,AY.16,1
2020-10,AY.25,3
2020-10,AY.25.1,1
2020-10,AY.44,4
2020-10,B.1.1.101,1
2020-10,B.1.1.113,2
2020-10,B.1.1.441,2
2020-10,B.1.1.461,3
2020-10,B.1.1.485,1
2020-10,B.1.1.512,1
2020-10,B.1.309,1
2020-10,B.1.320,2
2020-10,B.1.375,6
2020-10,B.1.402,8
2020-10,B.1.428,1
2020-10,B.1.433,11
2020-10,B.1.543,3
2020-10,B.1.574,2
2020-10,B.1.586,2
2020-10,B.1.637,4
2020-10,B.4,1
2020-10,BA.2,1
2020-10,BA.2.12.1,2
2020-10,BF.7.1,1
2020-10,AH.2,6
2020-10,B.1.229,2
2020-10,B.1.617,2
2020-10,B.1.1.121,1
2020-10,B.1.1.157,1
2020-10,B.1.1.176,4
2020-10,B.1.1.382,20
2020-10,B.1.1.448,6
2020-10,B.1.1.459,8
2020-10,B.1.1.507,12
2020-10,B.1.1.57,6
2020-10,B.1.237,38
2020-10,B.1.351,85
2020-10,B.1.381,44
2020-10,B.1.393,2
2020-10,B.1.533,1
2020-10,C.1,8
2020-10,N.7,2
2020-10,A,6
2020-10,AY.43.1,1
2020-10,B.1.1.273,2
2020-10,B.1.1.326,4
2020-10,B.1.1.339,1
2020-10,B.1.1.89,1
2020-10,B.1.36.10,45
2020-10,B.1.36.12,4
2020-10,B.1.571,1
2020-10,C.31,1
2020-10,K.2,8
2020-10,N.9,3
2020-10,P.1,4
2020-10,XBB.1.16.11,1
2020-10,AA.1,5
2020-10,AH.3,1
2020-10,AS.1,5
2020-10,AY.98.1,1
2020-10,B.1.1.15,8
2020-10,B.1.1.177,6
2020-10,B.1.1.258,1
2020-10,B.1.1.46,1
2020-10,B.1.177.25,1
2020-10,B.1.223,2
2020-10,B.1.294,2
2020-10,B.1.424,1
2020-10,B.1.468,1
2020-10,B.1.479,2
2020-10,B.1.581,1
2020-10,B.1.9.4,2
2020-10,B.28,1
2020-10,B.52,1
2020-10,AA.3,1
2020-10,B.1.1.203,1
2020-10,B.1.1.227,1
2020-10,B.1.1.310,4
2020-10,B.1.1.347,2
2020-10,B.1.1.389,1
2020-10,B.1.1.74,1
2020-10,B.1.116,1
2020-10,B.1.177.41,1
2020-10,B.1.466,1
2020-10,B.1.518,2
2020-10,B.1.595.3,1
2020-10,B.4.8,2
2020-10,C.8,1
2020-10,N.3,1
2020-10,V.2,4
2020-11,A.23,8
2020-11,AE.2,1
2020-11,AE.4,5
2020-11,AE.6,14
2020-11,AE.7,3
2020-11,AW.1,1
2020-11,AY.3.1,1
2020-11,B,42
2020-11,B.1,2061
2020-11,B.1.1,722
2020-11,B.1.1.1,99
2020-11,B.1.1.128,15
2020-11,B.1.1.141,3
2020-11,B.1.1.168,10
2020-11,B.1.1.186,56
2020-11,B.1.1.189,28
2020-11,B.1.1.192,38
2020-11,B.1.1.205,7
2020-11,B.1.1.207,55
2020-11,B.1.1.216,11
2020-11,B.1.1.222,463
2020-11,B.1.1.231,29
2020-11,B.1.1.239,9
2020-11,B.1.1.25,30
2020-11,B.1.1.251,6
2020-11,B.1.1.265,20
2020-11,B.1.1.27,2
2020-11,B.1.1.277,53
2020-11,B.1.1.279,165
2020-11,B.1.1.291,11
2020-11,B.1.1.304,34
2020-11,B.1.1.316,130
2020-11,B.1.1.322,16
2020-11,B.1.1.326,2
2020-11,B.1.1.329,28
2020-11,B.1.1.33,31
2020-11,B.1.1.337,51
2020-11,B.1.1.351,12
2020-11,B.1.1.358,5
2020-11,B.1.1.362,69
2020-11,B.1.1.368,38
2020-11,B.1.1.392,4
2020-11,B.1.1.416,147
2020-11,B.1.1.432,64
2020-11,B.1.1.434,197
2020-11,B.1.1.453,54
2020-11,B.1.1.464,82
2020-11,B.1.1.467,8
2020-11,B.1.1.50,33
2020-11,B.1.1.512,20
2020-11,B.1.1.518,22
2020-11,B.1.1.519,13
2020-11,B.1.110.3,92
2020-11,B.1.111,19
2020-11,B.1.126,80
2020-11,B.1.139,58
2020-11,B.1.146,11
2020-11,B.1.160,2025
2020-11,B.1.177,14863
2020-11,B.1.2,9132
2020-11,B.1.232,308
2020-11,B.1.234,642
2020-11,B.1.239,118
2020-11,B.1.240,523
2020-11,B.1.241,102
2020-11,B.1.243,1000
2020-11,B.1.263,2
2020-11,B.1.265,93
2020-11,B.1.280,61
2020-11,B.1.281,7
2020-11,B.1.293,4
2020-11,B.1.298,31
2020-11,B.1.3,27
2020-11,B.1.305,20
2020-11,B.1.306,16
2020-11,B.1.311,306
2020-11,B.1.324,80
2020-11,B.1.336,31
2020-11,B.1.337,17
2020-11,B.1.340,8
2020-11,B.1.346,69
2020-11,B.1.349,118
2020-11,B.1.356,1
2020-11,B.1.36,165
2020-11,B.1.36.16,25
2020-11,B.1.36.31,18
2020-11,B.1.36.38,17
2020-11,B.1.36.8,22
2020-11,B.1.361,222
2020-11,B.1.366,5
2020-11,B.1.369,340
2020-11,B.1.375,62
2020-11,B.1.377,11
2020-11,B.1.385,5
2020-11,B.1.396,81
2020-11,B.1.399,92
2020-11,B.1.400,326
2020-11,B.1.401,11
2020-11,B.1.403,10
2020-11,B.1.405,8
2020-11,B.1.409,91
2020-11,B.1.423,54
2020-11,B.1.426,36
2020-11,B.1.427,139
2020-11,B.1.429,366
2020-11,B.1.436,22
2020-11,B.1.443,33
2020-11,B.1.448,21
2020-11,B.1.452,9
2020-11,B.1.453,63
2020-11,B.1.480,19
2020-11,B.1.497,5
2020-11,B.1.503,6
2020-11,B.1.507,3
2020-11,B.1.509,78
2020-11,B.1.517,61
2020-11,B.1.524,22
2020-11,B.1.530,60
2020-11,B.1.539,18
2020-11,B.1.549,92
2020-11,B.1.551,59
2020-11,B.1.556,7
2020-11,B.1.558,37
2020-11,B.1.561,194
2020-11,B.1.564,67
2020-11,B.1.565,242
2020-11,B.1.567,31
2020-11,B.1.568,59
2020-11,B.1.570,14
2020-11,B.1.576,10
2020-11,B.1.577,69
2020-11,B.1.578,1
2020-11,B.1.580,6
2020-11,B.1.582,145
2020-11,B.1.587,9
2020-11,B.1.591,16
2020-11,B.1.595,207
2020-11,B.1.596,91
2020-11,B.1.596.1,15
2020-11,B.1.599,39
2020-11,B.1.605,16
2020-11,B.1.609,133
2020-11,B.1.612,13
2020-11,B.1.78,1
2020-11,B.1.9,2
2020-11,N.8,3
2020-11,P.2,66
2020-11,unclassifiable,1390
2020-11,A,13
2020-11,AD.2,1054
2020-11,AY.5,1
2020-11,B.1.1.10,2
2020-11,B.1.1.12,8
2020-11,B.1.1.153,34
2020-11,B.1.1.170,97
2020-11,B.1.1.177,2
2020-11,B.1.1.198,231
2020-11,B.1.1.214,96
2020-11,B.1.1.228,7
2020-11,B.1.1.244,9
2020-11,B.1.1.258,5
2020-11,B.1.1.28,53
2020-11,B.1.1.286,52
2020-11,B.1.1.294,50
2020-11,B.1.1.306,12
2020-11,B.1.1.307,462
2020-11,B.1.1.311,680
2020-11,B.1.1.312,34
2020-11,B.1.1.317,18
2020-11,B.1.1.347,2
2020-11,B.1.1.352,7
2020-11,B.1.1.355,8
2020-11,B.1.1.37,910
2020-11,B.1.1.376,3
2020-11,B.1.1.389,2
2020-11,B.1.1.39,361
2020-11,B.1.1.403,3
2020-11,B.1.1.463,1
2020-11,B.1.1.482,4
2020-11,B.1.1.487,22
2020-11,B.1.1.506,1
2020-11,B.1.1.67,34
2020-11,B.1.1.7,2472
2020-11,B.1.1.72,2
2020-11,B.1.160.12,33
2020-11,B.1.160.16,209
2020-11,B.1.160.19,1
2020-11,B.1.160.20,55
2020-11,B.1.160.23,19
2020-11,B.1.160.30,160
2020-11,B.1.160.32,54
2020-11,B.1.160.7,169
2020-11,B.1.177.10,174
2020-11,B.1.177.11,180
2020-11,B.1.177.15,509
2020-11,B.1.177.16,505
2020-11,B.1.177.17,433
2020-11,B.1.177.18,281
2020-11,B.1.177.19,198
2020-11,B.1.177.2,92
2020-11,B.1.177.20,292
2020-11,B.1.177.26,134
2020-11,B.1.177.4,1670
2020-11,B.1.177.43,74
2020-11,B.1.177.44,376
2020-11,B.1.177.51,19
2020-11,B.1.177.52,91
2020-11,B.1.177.53,26
2020-11,B.1.177.54,439
2020-11,B.1.177.55,136
2020-11,B.1.177.56,335
2020-11,B.1.177.57,1296
2020-11,B.1.177.58,257
2020-11,B.1.177.6,257
2020-11,B.1.177.69,233
2020-11,B.1.177.7,1403
2020-11,B.1.177.8,366
2020-11,B.1.177.81,148
2020-11,B.1.177.83,8
2020-11,B.1.177.84,32
2020-11,B.1.177.87,492
2020-11,B.1.177.9,218
2020-11,B.1.188,10
2020-11,B.1.189,4
2020-11,B.1.214,2
2020-11,B.1.218,11
2020-11,B.1.221,350
2020-11,B.1.258,899
2020-11,B.1.314,1
2020-11,B.1.318,1
2020-11,B.1.350,4
2020-11,B.1.351,363
2020-11,B.1.36.1,105
2020-11,B.1.36.17,530
2020-11,B.1.36.2,60
2020-11,B.1.36.24,15
2020-11,B.1.36.28,77
2020-11,B.1.36.39,124
2020-11,B.1.36.7,52
2020-11,B.1.363,44
2020-11,B.1.367,31
2020-11,B.1.389,183
2020-11,B.1.393,3
2020-11,B.1.397,19
2020-11,B.1.400.1,3
2020-11,B.1.402,24
2020-11,B.1.404,68
2020-11,B.1.408,36
2020-11,B.1.425,10
2020-11,B.1.428,1
2020-11,B.1.469,33
2020-11,B.1.471,46
2020-11,B.1.516,1
2020-11,B.1.523,59
2020-11,B.1.540,1
2020-11,B.1.541,37
2020-11,B.1.543,6
2020-11,B.1.569,7
2020-11,B.1.588,48
2020-11,B.1.595.2,1
2020-11,B.1.602,22
2020-11,B.1.617.2,2
2020-11,C.18,2
2020-11,C.23,3
2020-11,C.35,28
2020-11,N.4,1
2020-11,R.1,3
2020-11,W.4,217
2020-11,A.23.1,19
2020-11,AA.1,4
2020-11,AA.3,16
2020-11,AA.4,7
2020-11,AA.6,9
2020-11,AA.7,9
2020-11,AC.1,2
2020-11,AF.1,4
2020-11,AH.3,5
2020-11,AK.1,29
2020-11,AM.3,28
2020-11,AN.1,9
2020-11,AP.1,284
2020-11,AQ.1,2
2020-11,AS.1,23
2020-11,AS.2,18
2020-11,AY.4,3
2020-11,B.1.1.118,1
2020-11,B.1.1.130,9
2020-11,B.1.1.134,1
2020-11,B.1.1.135,3
2020-11,B.1.1.138,46
2020-11,B.1.1.139,10
2020-11,B.1.1.144,9
2020-11,B.1.1.149,2
2020-11,B.1.1.158,2
2020-11,B.1.1.159,5
2020-11,B.1.1.165,13
2020-11,B.1.1.171,1
2020-11,B.1.1.174,11
2020-11,B.1.1.187,4
2020-11,B.1.1.193,3
2020-11,B.1.1.196,56
2020-11,B.1.1.204,42
2020-11,B.1.1.209,3
2020-11,B.1.1.217,8
2020-11,B.1.1.218,2
2020-11,B.1.1.219,6
2020-11,B.1.1.232,9
2020-11,B.1.1.234,9
2020-11,B.1.1.236,41
2020-11,B.1.1.240,78
2020-11,B.1.1.241,39
2020-11,B.1.1.242,2
2020-11,B.1.1.243,2
2020-11,B.1.1.253,3
2020-11,B.1.1.255,51
2020-11,B.1.1.263,1
2020-11,B.1.1.269,68
2020-11,B.1.1.272,3
2020-11,B.1.1.274,19
2020-11,B.1.1.284,25
2020-11,B.1.1.285,2
2020-11,B.1.1.297,13
2020-11,B.1.1.301,52
2020-11,B.1.1.302,3
2020-11,B.1.1.303,35
2020-11,B.1.1.305,16
2020-11,B.1.1.308,8
2020-11,B.1.1.309,11
2020-11,B.1.1.315,5
2020-11,B.1.1.320,1
2020-11,B.1.1.327,3
2020-11,B.1.1.336,1
2020-11,B.1.1.354,8
2020-11,B.1.1.369,2
2020-11,B.1.1.371,10
2020-11,B.1.1.372,26
2020-11,B.1.1.373,2
2020-11,B.1.1.374,1
2020-11,B.1.1.375,4
2020-11,B.1.1.385,1
2020-11,B.1.1.397,13
2020-11,B.1.1.41,2
2020-11,B.1.1.413,9
2020-11,B.1.1.418,19
2020-11,B.1.1.428,8
2020-11,B.1.1.429,3
2020-11,B.1.1.437,1
2020-11,B.1.1.44,18
2020-11,B.1.1.441,4
2020-11,B.1.1.450,47
2020-11,B.1.1.46,2
2020-11,B.1.1.461,19
2020-11,B.1.1.47,10
2020-11,B.1.1.485,1
2020-11,B.1.1.486,29
2020-11,B.1.1.51,8
2020-11,B.1.1.521,18
2020-11,B.1.1.58,2
2020-11,B.1.1.70,100
2020-11,B.1.131,13
2020-11,B.1.147,2
2020-11,B.1.160.10,27
2020-11,B.1.160.11,22
2020-11,B.1.160.13,2
2020-11,B.1.160.14,122
2020-11,B.1.160.15,55
2020-11,B.1.160.22,15
2020-11,B.1.160.26,61
2020-11,B.1.160.27,10
2020-11,B.1.160.28,2
2020-11,B.1.160.29,32
2020-11,B.1.160.31,11
2020-11,B.1.160.33,164
2020-11,B.1.160.9,5
2020-11,B.1.164,3
2020-11,B.1.177.21,19
2020-11,B.1.177.23,75
2020-11,B.1.177.28,8
2020-11,B.1.177.30,225
2020-11,B.1.177.32,5
2020-11,B.1.177.33,27
2020-11,B.1.177.41,1
2020-11,B.1.177.45,268
2020-11,B.1.177.48,143
2020-11,B.1.177.5,143
2020-11,B.1.177.60,17
2020-11,B.1.177.62,16
2020-11,B.1.177.63,120
2020-11,B.1.177.65,356
2020-11,B.1.177.71,14
2020-11,B.1.177.72,2
2020-11,B.1.177.75,13
2020-11,B.1.177.77,21
2020-11,B.1.177.80,1
2020-11,B.1.177.82,58
2020-11,B.1.177.85,8
2020-11,B.1.177.86,11
2020-11,B.1.177.89,1
2020-11,B.1.195,2
2020-11,B.1.212,1
2020-11,B.1.213,2
2020-11,B.1.221.1,84
2020-11,B.1.221.2,1
2020-11,B.1.222,1
2020-11,B.1.235,51
2020-11,B.1.236,61
2020-11,B.1.240.2,7
2020-11,B.1.258.10,9
2020-11,B.1.258.12,24
2020-11,B.1.258.14,8
2020-11,B.1.258.17,8
2020-11,B.1.258.3,71
2020-11,B.1.258.4,106
2020-11,B.1.258.5,46
2020-11,B.1.258.6,7
2020-11,B.1.258.7,104
2020-11,B.1.320,3
2020-11,B.1.348,29
2020-11,B.1.36.20,5
2020-11,B.1.36.21,3
2020-11,B.1.36.22,4
2020-11,B.1.36.26,2
2020-11,B.1.36.27,3
2020-11,B.1.36.33,2
2020-11,B.1.36.34,8
2020-11,B.1.36.35,3
2020-11,B.1.36.9,84
2020-11,B.1.362,17
2020-11,B.1.362.1,3
2020-11,B.1.362.2,66
2020-11,B.1.378,2
2020-11,B.1.382,3
2020-11,B.1.398,20
2020-11,B.1.406,5
2020-11,B.1.416,6
2020-11,B.1.416.1,74
2020-11,B.1.421,14
2020-11,B.1.433,28
2020-11,B.1.438,3
2020-11,B.1.438.4,10
2020-11,B.1.441,3
2020-11,B.1.456,2
2020-11,B.1.460,26
2020-11,B.1.466.1,1
2020-11,B.1.467,5
2020-11,B.1.468,1
2020-11,B.1.470,6
2020-11,B.1.474,24
2020-11,B.1.478,5
2020-11,B.1.499.1,1
2020-11,B.1.504,1
2020-11,B.1.521,20
2020-11,B.1.526,3
2020-11,B.1.531,1
2020-11,B.1.532,25
2020-11,B.1.533,1
2020-11,B.1.544,9
2020-11,B.1.545,1
2020-11,B.1.550,27
2020-11,B.1.560,15
2020-11,B.1.597,44
2020-11,B.1.610,41
2020-11,B.1.637,2
2020-11,C.16,18
2020-11,C.17,7
2020-11,C.2,1
2020-11,C.28,3
2020-11,C.3,2
2020-11,C.30,142
2020-11,C.36,13
2020-11,C.36.2,9
2020-11,C.5,2
2020-11,G.1,6
2020-11,M.2,2
2020-11,M.3,7
2020-11,V.1,3
2020-11,W.3,62
2020-11,Y.1,3
2020-11,Z.1,100
2020-11,AY.103,1
2020-11,AY.43,1
2020-11,AY.44,1
2020-11,B.1.1.426,1
2020-11,B.1.199,1
2020-11,B.1.319,1
2020-11,B.1.359,1
2020-11,B.1.420,9
2020-11,B.1.428.2,2
2020-11,B.1.462,1
2020-11,B.1.554,1
2020-11,B.1.574,1
2020-11,B.1.575,1
2020-11,B.1.595.3,1
2020-11,B.1.606,2
2020-11,BA.2.9,1
2020-11,L.3,3
2020-11,W.1,3
2020-11,A.21,1
2020-11,AH.2,5
2020-11,B.1.1.101,1
2020-11,B.1.1.288,2
2020-11,B.1.1.298,3
2020-11,B.1.1.377,1
2020-11,B.1.1.420,1
2020-11,B.1.177.12,4
2020-11,B.1.177.24,1
2020-11,B.1.177.35,3
2020-11,B.1.22,1
2020-11,B.1.258.15,1
2020-11,B.1.473,1
2020-11,C.30.1,5
2020-11,B.1.1.176,2
2020-11,B.1.1.348,1
2020-11,B.1.1.382,8
2020-11,B.1.1.388,2
2020-11,B.1.1.448,6
2020-11,B.1.1.507,4
2020-11,B.1.1.517,1
2020-11,B.1.1.57,2
2020-11,B.1.177.70,1
2020-11,B.1.237,11
2020-11,B.1.258.11,1
2020-11,B.1.381,16
2020-11,BA.1.1.1,1
2020-11,C.13,1
2020-11,C.33,2
2020-11,N.9,7
2020-11,B.1.1.273,1
2020-11,B.1.1.332,2
2020-11,B.1.177.47,4
2020-11,B.1.177.68,3
2020-11,B.1.36.10,9
2020-11,B.1.36.29,7
2020-11,B.1.390,1
2020-11,K.2,36
2020-11,P.7,3
2020-11,S.1,1
2020-11,XBB.1.16,1
2020-11,A.25,1
2020-11,B.1.1.203,1
2020-11,B.1.149,1
2020-11,B.1.36.12,1
2020-11,B.1.499,3
2020-11,AA.2,7
2020-11,AA.8,1
2020-11,AM.2,1
2020-11,B.1.1.113,6
2020-11,B.1.1.115,1
2020-11,B.1.1.163,1
2020-11,B.1.1.349,1
2020-11,B.1.1.425,1
2020-11,B.1.1.529,3
2020-11,B.1.116,1
2020-11,B.1.177.3,21
2020-11,B.1.177.50,1
2020-11,B.1.315,7
2020-11,B.1.518,4
2020-11,B.1.585,1
2020-11,B.1.601,5
2020-11,B.1.603,1
2020-11,B.4.8,1
2020-11,BA.1,3
2020-11,BA.1.1,17
2020-11,BA.1.1.18,1
2020-11,BA.1.15,1
2020-11,BA.1.17,1
2020-11,N.5,4
2020-11,V.2,11
2020-11,XBB.1.5,1
2020-11,XBB.1.5.30,1
2020-11,XBB.1.5.32,1
2020-11,XBB.1.5.33,1
2020-11,XBB.1.5.67,1
2020-11,XBB.1.5.73,1
2020-12,A,16
2020-12,A.21,3
2020-12,A.23,6
2020-12,A.23.1,73
2020-12,B,40
2020-12,B.1,2497
2020-12,B.1.1,804
2020-12,B.1.1.1,62
2020-12,B.1.1.128,5
2020-12,B.1.1.153,69
2020-12,B.1.1.170,73
2020-12,B.1.1.174,16
2020-12,B.1.1.186,35
2020-12,B.1.1.192,47
2020-12,B.1.1.205,40
2020-12,B.1.1.207,186
2020-12,B.1.1.214,164
2020-12,B.1.1.222,750
2020-12,B.1.1.228,34
2020-12,B.1.1.231,19
2020-12,B.1.1.239,12
2020-12,B.1.1.244,5
2020-12,B.1.1.265,36
2020-12,B.1.1.28,39
2020-12,B.1.1.284,23
2020-12,B.1.1.291,13
2020-12,B.1.1.316,106
2020-12,B.1.1.317,40
2020-12,B.1.1.320,4
2020-12,B.1.1.322,3
2020-12,B.1.1.33,20
2020-12,B.1.1.344,2
2020-12,B.1.1.348,38
2020-12,B.1.1.351,15
2020-12,B.1.1.352,3
2020-12,B.1.1.358,3
2020-12,B.1.1.362,35
2020-12,B.1.1.368,32
2020-12,B.1.1.374,4
2020-12,B.1.1.39,310
2020-12,B.1.1.416,305
2020-12,B.1.1.418,16
2020-12,B.1.1.420,3
2020-12,B.1.1.432,99
2020-12,B.1.1.434,431
2020-12,B.1.1.453,11
2020-12,B.1.1.461,18
2020-12,B.1.1.464,50
2020-12,B.1.1.467,17
2020-12,B.1.1.486,86
2020-12,B.1.1.512,6
2020-12,B.1.1.517,23
2020-12,B.1.1.518,36
2020-12,B.1.1.519,136
2020-12,B.1.1.7,19040
2020-12,B.1.1.89,1
2020-12,B.1.110.3,177
2020-12,B.1.111,47
2020-12,B.1.12,1
2020-12,B.1.126,167
2020-12,B.1.139,45
2020-12,B.1.160,1343
2020-12,B.1.177,11922
2020-12,B.1.177.17,242
2020-12,B.1.177.4,752
2020-12,B.1.177.53,17
2020-12,B.1.177.72,5
2020-12,B.1.177.86,34
2020-12,B.1.2,12326
2020-12,B.1.221,505
2020-12,B.1.229,71
2020-12,B.1.232,575
2020-12,B.1.234,833
2020-12,B.1.239,125
2020-12,B.1.240,429
2020-12,B.1.241,196
2020-12,B.1.243,1661
2020-12,B.1.243.1,1
2020-12,B.1.258,963
2020-12,B.1.265,105
2020-12,B.1.280,49
2020-12,B.1.298,42
2020-12,B.1.306,23
2020-12,B.1.311,592
2020-12,B.1.320,7
2020-12,B.1.324,69
2020-12,B.1.346,53
2020-12,B.1.348,16
2020-12,B.1.349,125
2020-12,B.1.350,8
2020-12,B.1.351,736
2020-12,B.1.36,161
2020-12,B.1.36.18,2
2020-12,B.1.36.31,28
2020-12,B.1.36.8,56
2020-12,B.1.361,151
2020-12,B.1.363,8
2020-12,B.1.369,415
2020-12,B.1.375,261
2020-12,B.1.377,14
2020-12,B.1.381,1
2020-12,B.1.396,89
2020-12,B.1.397,11
2020-12,B.1.399,21
2020-12,B.1.400,405
2020-12,B.1.401,33
2020-12,B.1.402,17
2020-12,B.1.403,17
2020-12,B.1.404,104
2020-12,B.1.405,21
2020-12,B.1.409,202
2020-12,B.1.421,10
2020-12,B.1.423,7
2020-12,B.1.427,1168
2020-12,B.1.429,2614
2020-12,B.1.433,41
2020-12,B.1.438.4,23
2020-12,B.1.443,7
2020-12,B.1.452,5
2020-12,B.1.478,8
2020-12,B.1.480,4
2020-12,B.1.509,57
2020-12,B.1.517,251
2020-12,B.1.518,14
2020-12,B.1.521,21
2020-12,B.1.524,8
2020-12,B.1.526,34
2020-12,B.1.530,25
2020-12,B.1.533,27
2020-12,B.1.543,16
2020-12,B.1.549,23
2020-12,B.1.550,15
2020-12,B.1.551,156
2020-12,B.1.556,4
2020-12,B.1.558,30
2020-12,B.1.561,681
2020-12,B.1.563,23
2020-12,B.1.564,81
2020-12,B.1.565,158
2020-12,B.1.567,19
2020-12,B.1.568,85
2020-12,B.1.575,53
2020-12,B.1.577,218
2020-12,B.1.582,123
2020-12,B.1.585,18
2020-12,B.1.587,22
2020-12,B.1.588,131
2020-12,B.1.595,307
2020-12,B.1.596,164
2020-12,B.1.596.1,1
2020-12,B.1.599,38
2020-12,B.1.602,41
2020-12,B.1.605,41
2020-12,B.1.609,188
2020-12,B.1.623,7
2020-12,B.1.637,13
2020-12,C.16,41
2020-12,C.17,14
2020-12,C.2,3
2020-12,L.3,34
2020-12,P.2,140
2020-12,R.1,19
2020-12,W.1,7
2020-12,unclassifiable,2006
2020-12,A.2,1
2020-12,AD.2,267
2020-12,AY.25.1,2
2020-12,AY.4,2
2020-12,AY.44,2
2020-12,B.1.1.101,2
2020-12,B.1.1.135,3
2020-12,B.1.1.141,3
2020-12,B.1.1.198,95
2020-12,B.1.1.216,25
2020-12,B.1.1.219,8
2020-12,B.1.1.258,7
2020-12,B.1.1.277,25
2020-12,B.1.1.294,32
2020-12,B.1.1.304,19
2020-12,B.1.1.305,10
2020-12,B.1.1.311,175
2020-12,B.1.1.329,12
2020-12,B.1.1.337,15
2020-12,B.1.1.354,4
2020-12,B.1.1.37,398
2020-12,B.1.1.50,3
2020-12,B.1.1.515,1
2020-12,B.1.1.63,1
2020-12,B.1.160.10,31
2020-12,B.1.160.16,348
2020-12,B.1.160.20,43
2020-12,B.1.170,10
2020-12,B.1.177.10,318
2020-12,B.1.177.11,154
2020-12,B.1.177.16,416
2020-12,B.1.177.19,106
2020-12,B.1.177.20,71
2020-12,B.1.177.26,8
2020-12,B.1.177.44,446
2020-12,B.1.177.57,751
2020-12,B.1.177.58,140
2020-12,B.1.177.6,374
2020-12,B.1.177.65,828
2020-12,B.1.177.7,1739
2020-12,B.1.177.71,26
2020-12,B.1.177.73,4
2020-12,B.1.177.77,27
2020-12,B.1.177.81,188
2020-12,B.1.177.87,255
2020-12,B.1.188,2
2020-12,B.1.189,6
2020-12,B.1.218,2
2020-12,B.1.258.17,189
2020-12,B.1.3,18
2020-12,B.1.337,5
2020-12,B.1.36.1,100
2020-12,B.1.36.17,132
2020-12,B.1.36.2,94
2020-12,B.1.36.33,2
2020-12,B.1.36.7,36
2020-12,B.1.389,23
2020-12,B.1.398,10
2020-12,B.1.408,52
2020-12,B.1.426,22
2020-12,B.1.438,7
2020-12,B.1.438.3,1
2020-12,B.1.471,28
2020-12,B.1.503,1
2020-12,B.1.591,3
2020-12,B.1.617.2,13
2020-12,B.1.631,1
2020-12,C.23,14
2020-12,C.35,25
2020-12,A.12,1
2020-12,A.19,1
2020-12,A.2.5,1
2020-12,A.24,1
2020-12,A.27,2
2020-12,AA.1,7
2020-12,AA.2,87
2020-12,AA.3,12
2020-12,AA.4,29
2020-12,AA.5,34
2020-12,AA.6,42
2020-12,AA.7,32
2020-12,AA.8,16
2020-12,AE.6,5
2020-12,AE.8,1
2020-12,AF.1,6
2020-12,AH.3,2
2020-12,AK.1,16
2020-12,AM.3,5
2020-12,AN.1,1
2020-12,AP.1,113
2020-12,AS.1,59
2020-12,AS.2,12
2020-12,B.1.1.10,4
2020-12,B.1.1.117,1
2020-12,B.1.1.12,4
2020-12,B.1.1.130,4
2020-12,B.1.1.138,2
2020-12,B.1.1.139,2
2020-12,B.1.1.158,4
2020-12,B.1.1.159,4
2020-12,B.1.1.182,5
2020-12,B.1.1.189,39
2020-12,B.1.1.196,8
2020-12,B.1.1.200,1
2020-12,B.1.1.204,6
2020-12,B.1.1.218,9
2020-12,B.1.1.224,1
2020-12,B.1.1.234,2
2020-12,B.1.1.236,2
2020-12,B.1.1.240,25
2020-12,B.1.1.242,1
2020-12,B.1.1.243,4
2020-12,B.1.1.25,46
2020-12,B.1.1.253,3
2020-12,B.1.1.255,6
2020-12,B.1.1.269,12
2020-12,B.1.1.272,1
2020-12,B.1.1.274,25
